id,amenity,transit
871f91adeffffff,854.1282557119238,426.8995843264136
871f8a146ffffff,139,139
871f8a140ffffff,103,103
871f8a171ffffff,137,137
871f8a144ffffff,94,94
871f8a129ffffff,107,107
871f8a174ffffff,158,158
871f8a175ffffff,198,198
871f8a12cffffff,129,129
871f8a162ffffff,165,165
871f8a163ffffff,103,103
871f8a16effffff,103,103
871f8a12dffffff,187,187
871f8a8daffffff,125,125
871f8a8dbffffff,132,132
871f8a166ffffff,194,194
871f8a8d2ffffff,110,110
871f8a8d3ffffff,146,146
871f8a160ffffff,142,142
871f8a161ffffff,181,181
871f8a8deffffff,197,197
871f8a8d8ffffff,95,95
871f8a8d9ffffff,155,155
871f8a164ffffff,183,183
871f8a8d6ffffff,149,149
871f8a8d0ffffff,111,111
871f8a8d1ffffff,126,126
871f8a165ffffff,189,189
871f8ab92ffffff,135,135
871f8a889ffffff,106,106
871f8a8dcffffff,185,185
871f8a8ddffffff,100,100
871f8a8caffffff,110,110
871f8a8cbffffff,167,167
871f8a8d4ffffff,166,166
871f8a8d5ffffff,138,138
871f8a8c2ffffff,175,175
871f8ab96ffffff,156,156
871f8ab90ffffff,173,173
871f8a8f2ffffff,116,116
871f8a8c3ffffff,99,99
871f8a8ceffffff,103,103
871f8a8c8ffffff,177,177
871f8a8c9ffffff,138,138
871f8a8f3ffffff,105,105
871f8a8c6ffffff,191,191
871f8a8c0ffffff,199,199
871f8a8c1ffffff,98,98
871f8ab94ffffff,109,109
871f8ab95ffffff,147,147
871f8a8f6ffffff,150,150
871f8a8f0ffffff,134,134
871f8a8ccffffff,134,134
871f8a8cdffffff,179,179
871f8abb2ffffff,193,193
871f8a8f1ffffff,110,110
871f8a8c4ffffff,165,165
871f8a8c5ffffff,195,195
871f8a8eaffffff,142,142
871f8a8a9ffffff,125,125
871f8a8f4ffffff,172,172
871f8a8f5ffffff,193,193
871f8a8ebffffff,185,185
871f8abb6ffffff,144,144
871f8abb0ffffff,119,119
871f8a8e2ffffff,101,101
871f8a8e3ffffff,139,139
871f8a8eeffffff,171,171
871f8a8e8ffffff,97,97
871f8a81affffff,100,100
871f8a81bffffff,115,115
871f8a8e6ffffff,139,139
871f8a8e9ffffff,126,126
871f8a8e0ffffff,120,120
871f8a8e1ffffff,153,153
871f8a8ecffffff,100,100
871f8a8edffffff,94,94
871f8a818ffffff,144,144
871f8a819ffffff,166,166
871f8a8e4ffffff,135,135
871f8a8e5ffffff,94,94
871f8a852ffffff,130,130
871f8a853ffffff,177,177
871f8a856ffffff,155,155
871f8a850ffffff,97,97
871f8a851ffffff,166,166
871f8a854ffffff,106,106
871f8a873ffffff,140,140
871f9db30ffffff,128,128
871f9db31ffffff,154,154
871f9db04ffffff,185,185
871f9db34ffffff,136,136
871f9db35ffffff,166,166
871f9db22ffffff,152,152
871f9db23ffffff,179,179
871f9db2effffff,166,166
871f8e49affffff,141,141
871f8e49bffffff,194,194
871f9db26ffffff,189,189
871f9db20ffffff,109,109
871f9db21ffffff,136,136
871f8e499ffffff,141,141
871f9db24ffffff,161,161
871f8e4daffffff,110,110
871f9db25ffffff,195,195
871f8e4d2ffffff,136,136
871f8e4d3ffffff,147,147
871f8e48bffffff,135,135
871f8e4deffffff,94,119
871f8e4d8ffffff,113,113
871f8e4d9ffffff,193,193
871f8e4d6ffffff,147,147
871f8e4d0ffffff,157,157
871f8e4d1ffffff,167,167
871f9db64ffffff,112,112
871f8e488ffffff,109,109
871f8e489ffffff,113,113
871f8e4dcffffff,200,200
871f8e4ddffffff,120,120
871f8e4caffffff,182,182
871f8e4d4ffffff,114,114
871f8e4d5ffffff,139,139
871f8e4c2ffffff,98,98
871f8e4cbffffff,195,195
871f8e796ffffff,197,197
871f8e48cffffff,140,125
871f8e48dffffff,138,138
871f8e4f2ffffff,150,150
871f8e4c3ffffff,119,119
871f8e4ceffffff,188,188
871f8e4c8ffffff,175,154
871f8e4f3ffffff,159,159
871f8e4c6ffffff,95,95
871f8e4c0ffffff,111,111
871f8e4c9ffffff,160,160
871f8e794ffffff,103,103
871f8e4abffffff,176,176
871f8e4f6ffffff,110,110
871f8e4f0ffffff,159,159
871f8e4c1ffffff,172,172
871f8e4ccffffff,110,110
871f8e4cdffffff,103,103
871f8e4f1ffffff,138,120
871f8e4c4ffffff,189,189
871f8e4c5ffffff,170,170
871f8e7b2ffffff,147,147
871f8e4a9ffffff,193,193
871f8e4f4ffffff,153,153
871f8e4f5ffffff,178,178
871f8e4eaffffff,136,136
871f8e4ebffffff,192,192
871f8e7b6ffffff,96,96
871f8e4e2ffffff,116,116
871f8e4e3ffffff,99,99
871f8e4eeffffff,199,199
871f8e41affffff,148,148
871f8e41bffffff,186,186
871f8e4e6ffffff,144,144
871f8e4e8ffffff,129,129
871f8e4e9ffffff,171,111
871f8e7b4ffffff,183,183
871f8e4e0ffffff,199,199
871f8e4e1ffffff,170,170
871f8e4ecffffff,139,139
871f8e419ffffff,117,117
871f8e4e4ffffff,114,147
871f8e4edffffff,182,182
871f8e45affffff,154,154
871f8e45bffffff,182,182
871f8e4e5ffffff,176,176
871f8e452ffffff,161,161
871f8e453ffffff,107,107
871f8e40bffffff,117,117
871f8e45effffff,198,198
871f8e458ffffff,115,115
871f8e450ffffff,162,162
871f8a111ffffff,115,115
871f8a115ffffff,103,103
871f8a102ffffff,151,151
871f8a132ffffff,107,107
871f8a103ffffff,133,133
871f8a10effffff,160,160
871f8a108ffffff,132,132
871f8a133ffffff,94,94
871f8a106ffffff,113,113
871f8a100ffffff,192,192
871f8a136ffffff,129,129
871f8a130ffffff,192,192
871f8a101ffffff,118,118
871f8a10cffffff,148,148
871f8a10dffffff,106,106
871f8a131ffffff,116,116
871f8a104ffffff,115,115
871f8a105ffffff,95,95
871f8ac68ffffff,142,142
871f8ac69ffffff,153,153
871f8a134ffffff,116,116
871f8a135ffffff,123,123
871f8a12affffff,144,144
871f8a12bffffff,190,190
871f8ac6cffffff,157,157
871f8a122ffffff,163,163
871f8a123ffffff,149,149
871f8a12effffff,192,192
871f8ac6dffffff,161,156
871f8a89affffff,156,156
871f8a89bffffff,194,194
871f8a126ffffff,97,97
871f8a128ffffff,195,195
871f8a892ffffff,148,148
871f8a893ffffff,97,97
871f8a120ffffff,197,197
871f8a121ffffff,132,132
871f8a89effffff,133,133
871f8a898ffffff,184,184
871f8a899ffffff,160,160
871f8a124ffffff,143,180
871f8a890ffffff,154,154
871f8a891ffffff,111,111
871f8a125ffffff,150,151
871f8a89cffffff,160,160
871f8a89dffffff,171,171
871f8a88affffff,169,169
871f8a88bffffff,93,93
871f8a894ffffff,169,169
871f8a895ffffff,176,176
871f8a882ffffff,136,136
871f8a883ffffff,124,124
871f8a88effffff,125,125
871f8a888ffffff,128,128
871f8a886ffffff,144,144
871f8a880ffffff,148,148
871f8a881ffffff,113,113
871f8a88cffffff,113,113
871f8a88dffffff,186,186
871f8a884ffffff,107,107
871f8a885ffffff,158,158
871f8a8aaffffff,190,190
871f8a8abffffff,143,143
871f8a8aeffffff,185,185
871f8a8a8ffffff,123,123
871f8a8acffffff,114,114
871f8a8adffffff,100,100
871f8ac98ffffff,146,146
871f8ac9cffffff,146,146
871f8ac9dffffff,197,197
871f8ac8affffff,180,180
871f8ac83ffffff,105,105
871f8ac8effffff,101,101
871f8ac88ffffff,122,122
871f8ac89ffffff,123,123
871f8ac80ffffff,174,174
871f8ac81ffffff,169,169
871f8ac8cffffff,195,195
871f8ac8dffffff,115,115
871f8ac84ffffff,150,150
871f8ac85ffffff,176,176
871f8acb5ffffff,104,104
871f8acaaffffff,140,140
871f8acabffffff,123,123
871f8acf6ffffff,153,153
871f8aca2ffffff,118,118
871f8aca3ffffff,166,166
871f8acaeffffff,129,129
871f8ad9bffffff,165,165
871f8aca6ffffff,171,171
871f8aca8ffffff,119,119
871f8aca9ffffff,101,101
871f8aca0ffffff,102,102
871f8aca1ffffff,169,169
871f8acacffffff,130,130
871f8ad98ffffff,124,145
871f8ad99ffffff,159,159
871f8aca4ffffff,158,158
871f8acadffffff,141,141
871f8aca5ffffff,104,104
871f8ac12ffffff,118,118
871f8ac13ffffff,107,107
871f8ad9dffffff,188,188
871f8ad8affffff,99,99
871f8ad8bffffff,170,170
871f8ac1effffff,99,99
871f8ad83ffffff,173,173
871f8ac16ffffff,199,199
871f8ac10ffffff,104,104
871f8ac11ffffff,146,146
871f8ad8effffff,152,152
871f8ad88ffffff,128,128
871f8ad89ffffff,135,135
871f8ac1cffffff,153,153
871f8ad81ffffff,193,193
871f8ac14ffffff,189,189
871f8ac15ffffff,179,179
871f8ac02ffffff,113,113
871f8ad8cffffff,137,137
871f8ad8dffffff,179,179
871f8ac32ffffff,161,161
871f8adaaffffff,173,173
871f8ac33ffffff,112,112
871f8ac06ffffff,94,94
871f8adabffffff,151,151
871f8ac36ffffff,155,155
871f8ac30ffffff,129,129
871f8adaeffffff,128,128
871f8ada8ffffff,145,145
871f8ada9ffffff,198,198
871f8ac34ffffff,180,180
871f9c62cffffff,168,168
871f9c625ffffff,100,100
871f9c752ffffff,157,157
871f9c753ffffff,151,151
871f9c75effffff,153,153
871f9c70bffffff,143,143
871f9c756ffffff,131,131
871f9c750ffffff,94,94
871f9c708ffffff,177,177
871f9c751ffffff,157,157
871f9c75cffffff,150,150
871f9c75dffffff,182,182
871f9c709ffffff,141,141
871f9c754ffffff,152,152
871f9c755ffffff,155,155
871f9c70cffffff,147,147
871f9c70dffffff,185,185
871f9c742ffffff,102,102
871f9c743ffffff,100,100
871f9c772ffffff,170,170
871f9c773ffffff,188,188
871f9c746ffffff,169,169
871f9c72bffffff,133,133
871f9c776ffffff,159,159
871f9c740ffffff,127,127
871f9c741ffffff,157,157
871f9c72effffff,137,137
871f9c728ffffff,123,123
871f9c770ffffff,158,158
871f9c771ffffff,186,186
871f9c729ffffff,187,187
871f9c774ffffff,143,143
871f9c721ffffff,197,197
871f9c72cffffff,116,116
871f9c775ffffff,150,150
871f9c725ffffff,117,117
871f9c72dffffff,97,97
871f9c0daffffff,93,93
871f9c0dbffffff,93,93
871f9c0d2ffffff,191,191
871f9c0d3ffffff,129,129
871f9c0d6ffffff,134,134
871f9c0deffffff,116,116
871f9c0d8ffffff,167,167
871f9c0d0ffffff,130,130
871f9c0d1ffffff,115,115
871f9c089ffffff,152,152
871f9c0d4ffffff,186,186
871f9c0dcffffff,103,103
871f9c0ddffffff,115,115
871f9c0d5ffffff,167,167
871f9c0c2ffffff,125,125
871f9c08dffffff,125,125
871f9c0f2ffffff,182,182
871f9c0f3ffffff,141,141
871f9c085ffffff,167,167
871f9c0aaffffff,95,95
871f9c0abffffff,120,120
871f9c0c6ffffff,190,190
871f9c0f6ffffff,113,113
871f9c0f0ffffff,123,123
871f9c0f1ffffff,117,117
871f8ad53ffffff,146,146
871f8ad5effffff,134,134
871f8ad58ffffff,111,111
871f8ad59ffffff,196,196
871f8ac64ffffff,158,158
871f8ad56ffffff,115,115
871f8ad50ffffff,120,120
871f8ad51ffffff,130,130
871f8ad5cffffff,196,196
871f8ac65ffffff,194,194
871f8ad09ffffff,174,174
871f8ad5dffffff,130,130
871f8ad4affffff,164,164
871f8ad4bffffff,187,187
871f8ad54ffffff,181,181
871f8ad55ffffff,128,128
871f8ad42ffffff,111,111
871f8ad43ffffff,171,171
871f8a896ffffff,158,158
871f8ad0dffffff,177,177
871f8ad72ffffff,162,162
871f8ad4effffff,134,134
871f8ad48ffffff,98,98
871f8ad49ffffff,115,115
871f8ad73ffffff,190,190
871f8ad46ffffff,190,190
871f8ad40ffffff,188,188
871f8ad41ffffff,117,117
871f8ad70ffffff,124,124
871f8ad4cffffff,178,178
871f8ad4dffffff,178,178
871f8a8b2ffffff,192,192
871f8ad71ffffff,106,106
871f8ad44ffffff,172,172
871f8ad45ffffff,153,153
871f8ad6affffff,127,127
871f8a8b3ffffff,180,180
871f8ad75ffffff,92,92
871f8ad6bffffff,139,139
871f8a8b6ffffff,154,154
871f8a8b0ffffff,117,117
871f8ad62ffffff,190,190
871f8ad63ffffff,161,161
871f8ad6effffff,129,129
871f8ad68ffffff,164,164
871f8ad69ffffff,124,124
871f8a8b4ffffff,141,141
871f8ad60ffffff,176,176
871f8ad61ffffff,103,103
871f8ad6cffffff,169,169
871f8ad6dffffff,148,148
871f8a99affffff,126,126
871f8a992ffffff,133,133
871f8a993ffffff,105,105
871f8a996ffffff,119,119
871f8a990ffffff,107,107
871f8a991ffffff,105,105
871f8a994ffffff,171,171
871f9d24affffff,109,109
871f9d24bffffff,200,200
871f8a516ffffff,172,172
871f8a510ffffff,93,93
871f8a511ffffff,118,118
871f9d24effffff,115,115
871f9d248ffffff,181,181
871f9d249ffffff,111,111
871f8a514ffffff,167,167
871f8a515ffffff,130,130
871f9d241ffffff,139,139
871f9d24cffffff,130,130
871f9d24dffffff,162,162
871f9d245ffffff,194,194
871f8a532ffffff,196,196
871f8a533ffffff,157,157
871f8a506ffffff,97,97
871f9d26affffff,113,113
871f9d26bffffff,120,120
871f8a536ffffff,146,146
871f8a501ffffff,123,123
871f9d263ffffff,185,185
871f9d26effffff,182,182
871f8a530ffffff,119,119
871f8a531ffffff,170,170
871f8a504ffffff,173,173
871f8a505ffffff,180,180
871f9d268ffffff,93,93
871f9d269ffffff,182,182
871f8a534ffffff,109,109
871f9d260ffffff,111,111
871f9d261ffffff,124,124
871f8a535ffffff,136,136
871f8a522ffffff,164,164
871f8a523ffffff,124,124
871f8a52effffff,117,117
871f9d264ffffff,106,106
871f9d26dffffff,127,127
871f8ac9affffff,148,148
871f8ac9bffffff,128,128
871f9d265ffffff,124,124
871f8a526ffffff,145,145
871f8a520ffffff,166,166
871f8a521ffffff,161,161
871f9d34bffffff,162,162
871f8ac9effffff,162,162
871f8ac99ffffff,120,120
871f8ac96ffffff,184,184
871f8a524ffffff,132,132
871f9c2a2ffffff,161,161
871f9c2a3ffffff,187,187
871f9c2a0ffffff,96,96
871f9c2a1ffffff,134,134
871f9c2a4ffffff,93,93
871f9c2a5ffffff,102,102
871f9c212ffffff,198,198
871f9c38affffff,132,132
871f9c38bffffff,124,124
871f9c216ffffff,166,166
871f9c38effffff,156,156
871f9c210ffffff,130,130
871f9c388ffffff,188,188
871f9c389ffffff,188,193
871f9c214ffffff,159,159
871f9c381ffffff,126,126
871f9c38cffffff,133,133
871f9c38dffffff,92,92
871f9c232ffffff,160,160
871f9c385ffffff,109,109
871f9c3aaffffff,138,138
871f9c3abffffff,92,92
871f9c3a3ffffff,149,149
871f9c236ffffff,113,113
871f9c230ffffff,106,106
871f9c3aeffffff,174,174
871f9c3a8ffffff,193,193
871f9c3a9ffffff,134,134
871f9c3a1ffffff,113,113
871f9c234ffffff,167,167
871f9c3acffffff,109,109
871f9c3adffffff,188,176
871f9c31affffff,182,182
871f9c312ffffff,178,178
871f9c31bffffff,93,93
871f9c313ffffff,173,173
871f9c31effffff,106,106
871f9c318ffffff,141,141
871f9c310ffffff,163,163
871f9c311ffffff,162,162
871f9c31cffffff,129,129
871f9c31dffffff,110,110
871f9c315ffffff,194,194
871f9c302ffffff,173,173
871f9c303ffffff,135,135
871f9c306ffffff,163,163
871f9892effffff,103,103
871f98926ffffff,170,170
871f98928ffffff,95,130
871f98929ffffff,171,171
871f98920ffffff,196,196
871f98921ffffff,113,113
871f9892cffffff,176,176
871f9c299ffffff,112,112
871f98924ffffff,190,190
871f9892dffffff,190,190
871f98925ffffff,171,171
871f9c2d2ffffff,143,143
871f9c2d3ffffff,98,98
871f9c29dffffff,196,196
871f9c28affffff,183,183
871f9c28bffffff,103,103
871f9c2deffffff,154,154
871f9c295ffffff,128,128
871f9c282ffffff,160,160
871f9c283ffffff,156,156
871f9c2d6ffffff,114,114
871f9c2d0ffffff,169,169
871f9c2d1ffffff,157,157
871f9c2b3ffffff,150,150
871f9c28effffff,116,116
871f9c288ffffff,183,183
871f9c289ffffff,181,181
871f9c2dcffffff,99,99
871f9c286ffffff,160,160
871f9c280ffffff,193,193
871f9c281ffffff,131,131
871f9c2d4ffffff,121,121
871f9c2d5ffffff,101,101
871f9c2c2ffffff,156,156
871f9c28cffffff,173,173
871f9c28dffffff,170,170
871f9c2f2ffffff,99,99
871f9c2c3ffffff,99,99
871f9c284ffffff,114,114
871f9c285ffffff,119,119
871f9c2aaffffff,117,117
871f9c2f3ffffff,166,166
871f9c2abffffff,195,195
871f9c2f6ffffff,158,158
871f9c2f0ffffff,123,123
871f9c2aeffffff,113,113
871f9c2a8ffffff,105,105
871f9c2a9ffffff,171,171
871f9dd46ffffff,177,177
871f9dd71ffffff,192,192
871f9dd44ffffff,166,166
871f9dd74ffffff,129,129
871f9dd75ffffff,197,197
871f9dd62ffffff,174,174
871f9dd63ffffff,142,142
871f836dbffffff,159,159
871f9dd66ffffff,179,179
871f9dd60ffffff,137,137
871f9d8b4ffffff,107,107
871f836d8ffffff,179,179
871f836d9ffffff,105,105
871f9d99affffff,112,112
871f9dd64ffffff,134,134
871f9d99bffffff,140,140
871f836caffffff,141,141
871f9d998ffffff,103,103
871f836cbffffff,134,134
871f9d996ffffff,107,107
871f9d999ffffff,143,143
871f9d99cffffff,165,165
871f9d99dffffff,129,129
871f836c9ffffff,194,194
871f9d994ffffff,155,155
871f9d995ffffff,112,112
871f9d98affffff,167,170
871f9d98bffffff,118,118
871f9d982ffffff,141,141
871f9d983ffffff,118,118
871f9d98effffff,117,117
871f9d9b2ffffff,184,184
871f9d9b3ffffff,165,165
871f9d986ffffff,96,96
871f9d988ffffff,197,197
871f9d980ffffff,120,120
871f9d981ffffff,137,137
871f9d98cffffff,126,126
871f9d9b1ffffff,104,104
871f9d984ffffff,143,143
871f9d98dffffff,95,95
871f9d985ffffff,117,117
871f9d9aaffffff,104,104
871f9d9abffffff,166,166
871f9d9a3ffffff,151,151
871f9d9aeffffff,161,161
871f8a8b1ffffff,161,161
871f8a8b5ffffff,193,193
871f8a8a2ffffff,181,181
871f8a8a3ffffff,169,169
871f8a99bffffff,191,191
871f8a8a6ffffff,188,188
871f8a99effffff,112,112
871f8a8a0ffffff,111,111
871f8a8a1ffffff,155,155
871f8a998ffffff,155,155
871f8a999ffffff,165,165
871f8a8a4ffffff,152,152
871f8a99cffffff,154,154
871f8a8a5ffffff,193,193
871f8a812ffffff,102,102
871f8a813ffffff,194,194
871f8a99dffffff,132,132
871f8a98affffff,178,178
871f8a98bffffff,98,98
871f8a995ffffff,163,163
871f8a982ffffff,96,96
871f8a983ffffff,112,112
871f8a816ffffff,186,186
871f8a810ffffff,158,158
871f8a9b3ffffff,147,147
871f8a98effffff,141,141
871f8a988ffffff,127,127
871f8a989ffffff,177,177
871f8a986ffffff,127,127
871f8a980ffffff,154,154
871f8a981ffffff,174,174
871f8a9b0ffffff,127,127
871f8a9b1ffffff,173,173
871f8a98cffffff,173,173
871f8a98dffffff,136,136
871f8a984ffffff,184,184
871f8a985ffffff,138,138
871f8a9aaffffff,151,151
871f8a9b4ffffff,107,107
871f8a9b5ffffff,112,112
871f8a9a2ffffff,174,174
871f8a9abffffff,188,188
871f8a9a3ffffff,182,182
871f9d0d8ffffff,170,170
871f9d0d9ffffff,161,161
871f9d0dcffffff,165,165
871f9d0ddffffff,178,178
871f9d0d5ffffff,140,140
871f9d0caffffff,175,175
871f9d0c2ffffff,174,174
871f9d0c3ffffff,137,137
871f9d0ceffffff,173,173
871f9d0f3ffffff,100,100
871f9d0c6ffffff,181,181
871f9d0c0ffffff,183,183
871f9d0c1ffffff,178,178
871f9d0ccffffff,96,96
871f9d0f1ffffff,191,191
871f9d0c4ffffff,186,186
871f9d0c5ffffff,180,180
871f9d0eaffffff,181,181
871f9d0f5ffffff,199,199
871f9d0e2ffffff,181,181
871f9d01affffff,198,198
871f9d0e3ffffff,96,96
871f9d0eeffffff,133,133
871f9d0e8ffffff,139,188
871f9d01bffffff,164,164
871f9d0e6ffffff,125,125
871f9d0e0ffffff,141,141
871f9d01effffff,100,100
871f9d018ffffff,123,123
871f9d0e1ffffff,164,164
871f9d019ffffff,119,119
871f9d0e4ffffff,138,138
871f9d0e5ffffff,147,147
871f9d011ffffff,98,98
871f9d01cffffff,170,170
871f9d01dffffff,119,119
871f9d00affffff,126,126
871f9d00bffffff,113,113
871f9d003ffffff,116,116
871f9d00effffff,155,155
871f9d008ffffff,101,101
871f9d001ffffff,120,120
871f9d00cffffff,160,160
871f9c74effffff,197,197
871f9c748ffffff,125,125
871f9c74cffffff,172,172
871f9c74dffffff,166,166
871f9c2b2ffffff,172,172
871f9c745ffffff,157,157
871f9c76affffff,148,146
871f9c76bffffff,103,103
871f9c2b6ffffff,175,175
871f9c2b0ffffff,133,133
871f9c2b1ffffff,149,149
871f9c76effffff,153,153
871f9c768ffffff,153,153
871f9c769ffffff,142,142
871f9c761ffffff,132,132
871f9c2b4ffffff,154,154
871f9c2b5ffffff,165,165
871f9c76cffffff,101,101
871f9c76dffffff,160,160
871f9c39affffff,131,131
871f9c392ffffff,102,102
871f9c39bffffff,133,133
871f9c2a6ffffff,179,179
871f9c393ffffff,124,124
871f9c39effffff,109,109
871f9c398ffffff,148,148
871f9c396ffffff,153,153
871f9c390ffffff,134,134
871f9c399ffffff,197,197
871f9c391ffffff,108,108
871f9c39cffffff,174,174
871f9c39dffffff,159,159
871f9c394ffffff,100,100
871f9c395ffffff,143,143
871f9c382ffffff,137,137
871f9c383ffffff,152,152
871f9c3b2ffffff,170,170
871f9c3b3ffffff,181,181
871f9c386ffffff,169,169
871f9c380ffffff,149,149
871f9c3b1ffffff,178,178
871f9c384ffffff,96,96
871f9da92ffffff,123,123
871f9da93ffffff,124,124
871f9d14bffffff,179,179
871f9da90ffffff,130,130
871f9d14effffff,170,170
871f9da91ffffff,177,177
871f9d148ffffff,114,114
871f9d149ffffff,100,100
871f9da94ffffff,123,123
871f9da95ffffff,167,167
871f9d140ffffff,191,191
871f9d141ffffff,105,105
871f9d14cffffff,121,121
871f9d144ffffff,169,169
871f9d14dffffff,110,110
871f9dab2ffffff,127,127
871f9dab3ffffff,182,182
871f9da86ffffff,93,93
871f9d145ffffff,124,124
871f9d16affffff,166,166
871f9d16bffffff,114,114
871f9d163ffffff,191,191
871f9dab6ffffff,102,102
871f9dab0ffffff,133,133
871f9dab1ffffff,157,157
871f9da84ffffff,174,174
871f9d16effffff,131,131
871f9d168ffffff,121,121
871f9d169ffffff,126,126
871f9dab4ffffff,123,123
871f9dab5ffffff,165,165
871f9daa2ffffff,141,141
871f9daa3ffffff,118,118
871f9db9affffff,169,169
871f9db9bffffff,185,185
871f9daa6ffffff,145,145
871f9daa0ffffff,144,144
871f9db98ffffff,193,193
871f9daa4ffffff,148,148
871f9dd53ffffff,105,105
871f9dd5effffff,117,117
871f9dd58ffffff,185,185
871f9dd56ffffff,100,100
871f9dd50ffffff,141,141
871f9dd51ffffff,139,139
871f9dd5cffffff,172,172
871f9dd5dffffff,94,94
871f9dd09ffffff,186,186
871f9dd54ffffff,128,128
871f9dd55ffffff,150,150
871f9dd4affffff,169,169
871f9dd42ffffff,196,196
871f9dd43ffffff,122,122
871f9dd4effffff,168,173
871f9dd72ffffff,199,199
871f9dd73ffffff,177,177
871f9dd48ffffff,97,97
871f9dd49ffffff,177,177
871f9dd76ffffff,140,140
871f9dd40ffffff,140,140
871f9dd41ffffff,186,186
871f9dd4cffffff,180,180
871f9dd70ffffff,122,122
871f9dd4dffffff,186,186
871f9dd45ffffff,155,155
871f9dd6affffff,150,150
871f9dd6bffffff,133,133
871f9d8b6ffffff,107,107
871f9dd6effffff,95,95
871f9dd68ffffff,183,183
871f9dd69ffffff,117,117
871f9dd61ffffff,145,175
871f9dd6cffffff,117,117
871f9dd6dffffff,177,177
871f9dd65ffffff,178,178
871f9d992ffffff,134,134
871f9d993ffffff,129,129
871f9d99effffff,149,149
871f9d990ffffff,110,110
871f9d991ffffff,124,124
871f8a073ffffff,184,184
871f8a076ffffff,179,179
871f8a02effffff,141,141
871f8a070ffffff,163,163
871f8a071ffffff,99,99
871f8a028ffffff,198,198
871f8a029ffffff,165,165
871f8a074ffffff,198,198
871f8a075ffffff,100,100
871f8a020ffffff,127,127
871f8a021ffffff,97,97
871f8a02cffffff,110,110
871f8a062ffffff,143,143
871f8a02dffffff,195,195
871f8a15affffff,137,137
871f8a15bffffff,163,163
871f8a066ffffff,199,199
871f8a025ffffff,122,122
871f8a152ffffff,105,105
871f8a153ffffff,122,122
871f8a060ffffff,101,152
871f8a10bffffff,168,168
871f8a15effffff,188,188
871f8a158ffffff,114,114
871f8a159ffffff,142,142
871f8a064ffffff,138,138
871f8a156ffffff,187,187
871f8a150ffffff,116,116
871f8a151ffffff,115,115
871f8a109ffffff,119,119
871f8a15cffffff,199,199
871f8a15dffffff,118,118
871f8a14affffff,164,164
871f8a154ffffff,158,158
871f8a155ffffff,176,176
871f8a142ffffff,177,177
871f8a172ffffff,117,117
871f8a143ffffff,149,149
871f8a173ffffff,197,197
871f8a176ffffff,116,116
871f8a170ffffff,113,113
871f8a444ffffff,196,196
871f8a475ffffff,199,199
871f8a462ffffff,93,93
871f8a463ffffff,155,155
871f8a55bffffff,142,142
871f8a466ffffff,148,148
871f8a460ffffff,126,126
871f8a461ffffff,130,130
871f8a559ffffff,152,152
